0 57164.66270968886
1 335732.41608599474
2 9.354313953105124E8
3 2.627305612629735E12
4 7.380085339358639E15
5 2.073065890538464E19
6 5.823242082424857E22
7 1.6357487009324865E26
8 4.594818100918311E29
9 1.2906844045479487E33
10 3.6255324923751884E36
11 1.0184120771081902E40
12 2.8607195245969096E43
13 8.035761144592712E46
14 2.257245305516094E50
15 6.340602063194708E53
16 1.7810751195513943E57
17 5.0030400108198664E60
18 1.4053539390392998E64
19 3.947639214761392E67
20 1.1088918554264759E71
21 3.114877221892973E74
22 8.74969011629736E77
23 2.457787953667931E81
24 6.903926361853213E84
25 1.9393129150445676E88
26 5.4475299783601886E91
27 1.530211170921377E95
28 4.2983631791181455E98
29 1.2074102170142872E102
30 3.3916152995931324E105
31 9.527047376557109E108
32 2.6761476080748924E112
33 7.517298631082373E115
34 2.1116091854710363E119
35 5.931510201988143E122
36 1.6661612157384703E126
37 4.680246855009364E129
38 1.3146813415721307E133
39 3.6929398884761145E136
40 1.0373468146729403E140
41 2.9139072024162924E143
42 8.185165331587366E146
43 2.2992129416428897E150
44 6.458489153074877E153
45 1.8141896030987332E157
46 5.096058595104346E160
47 1.4314828593648107E164
48 4.021035351955755E167
49 1.1295088303643718E171
50 3.172790304493518E174
51 8.912367965322295E177
52 2.5034841614590304E181
53 7.032287009538422E184
54 1.975369420979342E188
55 5.548812703530972E191
56 1.5586614884218496E195
57 4.378280120976977E198
58 1.2298588859824338E202
59 3.454673610724656E205
60 9.704178172525563E208
61 2.7259036486624285E212
62 7.657063349092763E215
63 2.1508690947601578E219
64 6.041791287181278E222
65 1.697139172569221E226
66 4.767263935746944E229
67 1.339124439551317E233
68 3.761600550699651E236
69 1.0566335946915313E240
70 2.9680837674885132E243
71 8.337347302875232E246
72 2.3419608573776535E250
73 NaN
