0 685.2817551394899
1 318.0653797089924
2 1006.0175091631976
3 1116.625048234979
4 596.2364102180298
5 512.4626422981913
6 488.3057111431682
7 446.80760446294335
8 385.1402898789294
9 336.3880837504312
10 345.9830324361829
11 600.1935914013261
12 549.7620857424547
13 517.6887507803917
14 497.2699016234706
15 484.259434193771
16 475.9634254396897
17 470.6703319075622
18 467.29146322432894
19 465.13362633761847
20 463.75507972364784
21 462.8741221937054
22 462.3110051749067
23 461.9509772921207
24 461.7207510919594
25 461.5735042450278
26 461.4793140361468
27 461.41905305124953
28 461.3804921094086
29 461.3558110394348
30 461.34000841655796
31 461.3298851080973
32 461.3233946149079
33 461.31922760341
34 461.31654630365654
35 461.3148145660897
36 461.31368922009295
37 461.31295051721503
38 461.3124576775838
39 461.3121203996818
40 461.3118806641067
41 461.3117010468283
42 461.31155726166844
43 461.3114333450487
44 461.31131858154777
45 461.3112054869509
46 461.31108850465785
47 461.31096310306003
48 461.3108251495383
49 461.31067039558235
50 461.31049402349066
51 461.3102901291455
52 461.3100510825305
53 461.30976658791445
54 461.3094222503556
55 461.30899718697657
56 461.30845988809267
57 461.3077605184858
58 461.3068156372658
59 461.3054749703884
60 461.3034406348962
61 461.3000380841003
62 461.2934071767083
63 461.2764529657775
64 461.19745609307927
65 458.80347390553254
66 434.2392186597027
67 335.5157953398507
68 405.5979156148229
69 798.7648836005187
70 1432.798981091756
71 3267.579741333349
72 8570.9531956288
73 23898.00454140941
74 68193.2859079378
75 196206.6738411826
76 566165.3374496484
77 1635345.7373971068
78 4725276.24128259
79 1.3654357759593239E7
80 3.945505749184155E7
81 1.1402424426291816E8
82 3.295291940358815E8
83 9.523384988813574E8
84 2.752257389885351E9
85 7.95402298488709E9
86 2.2987125554442184E10
87 6.643279198045647E10
88 1.9199076795163782E11
89 5.548533185083512E11
90 1.6035260896172532E12
91 4.634190398121983E12
92 1.3392810249700672E13
93 3.870522162076307E13
94 1.1185809048313338E14
95 3.232698814953836E14
96 9.342499575207868E14
97 2.699982377234201E15
98 7.802949070205743E15
99 2.2550522812892304E16
100 6.5171010929257952E16
