-4 -4 0.08685287524632912
-4 -3 -0.33825596765976584
-4 -2 -0.24245017477486286
-4 -1 -0.029085298901277312
-4 0 0.11167335958016444
-4 1 0.14237724475204416
-4 2 0.24555811038592168
-4 3 0.4530654025919745
-4 4 0.1390454488741284
-3 -4 -0.6330195098400111
-3 -3 -0.3611331168211649
-3 -2 0.1776625443671911
-3 -1 0.4647976996925136
-3 0 0.50615115379847
-3 1 0.3060877952322407
-3 2 0.18448577913464703
-3 3 0.43011487954580474
-3 4 -0.11619399556361998
-2 -4 -0.4034258516897573
-2 -3 -0.3004102238798829
-2 -2 0.10377291536936895
-2 -1 0.1298286821322434
-2 0 0.16822184383923044
-2 1 0.09222055661151529
-2 2 -0.10005496648727785
-2 3 0.45787309728510195
-2 4 0.27768354523855976
-1 -4 -0.08205909510135001
-1 -3 -0.26521575275963105
-1 -2 -0.08383329811735907
-1 -1 -0.3685207141930644
-1 0 -0.20327295819719282
-1 1 0.24638450603404038
-1 2 -0.09410232290936449
-1 3 0.329243800191648
-1 4 0.21787209597864887
0 -4 -0.043415449810426665
0 -3 -0.1904029568517931
0 -2 -0.04120234797281963
0 -1 -0.49208467944326717
0 0 -0.5122646197368894
0 1 0.3395952751001694
0 2 0.052906152168528564
0 3 0.19316944094844857
0 4 -0.05629041650039568
1 -4 -0.014291125104353597
1 -3 -0.18090221110415428
1 -2 0.11558612985067818
1 -1 0.001288431151547087
1 0 -0.352800724556781
1 1 0.19326499841146472
1 2 0.13627317883256929
1 3 0.23050932823416126
1 4 0.039376117170256464
2 -4 0.13491759570184314
2 -3 0.04224049581011258
2 -2 0.18591297475064295
2 -1 0.5478533530678753
2 0 0.16680080225974248
2 1 0.2159712364247861
2 2 0.2436284089119476
2 3 0.23001793191809472
2 4 -0.10410092905568646
3 -4 -0.9424641297624419
3 -3 -0.29581970887545594
3 -2 -0.16804243159277377
3 -1 0.2562428868181552
3 0 0.039866339638532367
3 1 -0.09547508017981488
3 2 0.10953730135729778
3 3 0.14894910592724564
3 4 -0.08613530183603757
4 -4 0.6460051236301965
4 -3 0.3376687848795896
4 -2 -0.13182337829198687
4 -1 0.10870587592102154
4 0 -0.07922158431936754
4 1 -0.27020657887816946
4 2 -0.12819013440022253
4 3 -0.029041746920555056
4 4 0.10226040929897096
